medianIncome,medianHouseValue
3.5769,231.8
1.5972,112.5
1.9354,340
5.2485,323.8
2.3347,208.1
2.8312,213.9
3.7318,327.7
5.5875,259.3
2.6184,113.9
2.1549,146.5
4.1792,350
4.1875,266.4
2.5166,275
2.125,104.2
2.3062,158
5.4165,435.1
6.7527,285.8
3.2375,176.8
1.7514,187.5
4.2296,275
1.7778,109.9
1.9766,58.1
3.2196,175.8
3.2308,340.8
3.2148,117
1.7276,102.3
1.7062,77.4
3.8487,203.3
4.275,285.4
3.6466,130.6
2.2905,94.2
4.0429,500.001
2.5268,141.1
4.4375,293.5
2.4342,125
4.1779,147.8
4.4038,186.7
2.6985,156.5
4.0417,170.6
3.2546,134.1
4.2429,147.3
5.1391,234.5
3.5104,157.1
4.9167,187.5
2.0304,133.4
4.0878,186.8
8.8386,500.001
3.0089,166.7
3.087,88.2
4.375,340.9
4.1875,309.3
3.1111,113.9
2.6172,196.1
3.5022,281.3
2.725,95.3
3.8333,116.1
3.4492,264.3
2.5568,312.5
2.1348,140.6
1.6368,91.2
2.0673,136.9
2.2652,269.2
3.2857,213.3
3.9143,129.7
5.928,239.9
6,140.2
1.8214,173.8
3.052,209.8
3.5129,110.6
5.9544,377.2
8.4375,500.001
3.5156,239.4
4.0444,150.1
5.4273,421
3.6389,130.2
2.3276,92.4
8.2435,500.001
3.6667,500.001
4.3952,151.7
2.1094,162.5
4.0125,84.4
4.4732,245.6
3.7059,237.5
2.1776,89.1
4.6792,304.7
3.6797,271.1
3.9728,300
3.375,156.3
2.1449,165.3
3.0434,137.2
4.3194,238.7
2.7317,264.7
2.4519,98.1
2.4598,155.5
6.1359,330
1.9073,79.2
12.632,500.001
3.4762,244
1.2647,55.3
4.0357,295.9
5.5362,195.6
3.0973,251.9
1.0516,108.3
2.6198,235.9
4.4519,110.5
3.0078,160.4
4.0938,117.3
1.165,53.3
4.1083,108
2.2621,187.5
3.5573,500.001
3.662,211.9
2.1429,250
2.87,117.6
3.3785,184.9
1.4529,86.1
6.2661,268.5
2.15,131.3
5.7368,287.2
2.0625,124.5
2.9506,73.8
3.5039,288.4
10.6272,500.001
3.4327,100.3
2.1213,79.2
2.3159,91.6
1.56,67.6
3.1509,242.9
3.1397,166.8
5.9113,388.3
3.7635,336.2
4.119,163.3
6.077,472.7
2.6328,110.3
8.7015,390.9
8.0499,495.6
3.7768,213.8
5.0267,253.3
3.6083,180.1
2.7663,97.9
2.5363,124.6
3.668,243.8
2.3523,66
4.625,273.4
5.5875,162
3.5278,126.2
2.9783,82.5
3.5187,209.4
10.9506,475.8
3.2778,150.8
1.4615,69.2
2.7428,208.9
5.359,193.8
2.3077,55.5
4.7821,169.4
3.1726,198.7
6.0804,198.7
1.4375,90
1.2864,131.3
3.9844,215.3
3.7426,135.5
7.2634,341.6
2.8287,73.1
5.6426,348.2
3.1583,95.8
0.7235,71.3
2.0536,50
4.275,173.6
15.0001,500.001
4.7841,393.5
4.0848,155.9
3.7279,162.2
2.7399,87.5
3.3618,174.6
1.9615,141.7
5.6223,265.7
5.8747,229.3
2.375,113.5
1.933,107
1.6944,75.2
4.375,218.2
4.9688,233.1
3.375,106.3
2.793,76.5
2.3814,112.3
2.0703,114.8
4.3281,323.1
4.0027,93.1
2.625,155.4
12.2138,500.001
3.2396,375
2.1635,244.2
3.2425,138.8
2.6354,151.8
3.6974,286.6
4.7946,251.2
2.3125,125.7
1.4015,48.7
6.3822,362.5
2.6779,136
3.015,156.3
6.3842,307.1
2.5035,112.5
2.1061,214.7
4.381,86.3
1.8362,66.9
1.2396,90.3
3.7041,174.8
3.0625,189.4
6.4576,500.001
8.3065,394.2
3.1406,175.3
5.6506,178.6
3.52,187.3
2.6667,172.8
3.3553,113.5
7.1615,484.7
5.7519,243.4
3.6394,99.2
7.1924,500.001
3.0288,161.4
2.6803,490
2.2604,68.1
3.2813,244.4
1.8022,78
2.3887,337.5
3.3074,84.2
5.5342,182.3
7.248,302.7
3.7198,128.6
3.8438,250.7
3.2447,500.001
3.3675,158.2
0.7069,70.3
1.6705,350
5.9359,422.2
3.9485,419.1
2.2411,106.4
4.525,186
4.4209,274.6
3.4187,161.7
2.7857,104.2
1.899,113.3
4.7019,411.1
1.8611,60.5
2.0458,105.7
1.4329,94.1
5.8673,154.8
3.3594,202.1
1.5727,54.8
2.0625,63.4
4.0694,110.2
5.966,315.2
2.0469,234.5
2.6101,181.7
1.6911,98.8
1.1818,83.2
3.2917,144.3
7.1497,274
3.5125,169.3
4.375,166.5
4.7708,178.6
8.9565,500.001
6.4321,271.9
3.1912,159.9
5.3184,376
4.933,228.9
3.7115,181.9
8.1093,410.4
3.0744,457.7
6.07,261.8
1.7167,100
3.4016,234.6
2.6311,124.1
5.3649,243.6
6.4524,296.9
6.3245,500.001
3.1,84.2
1.9798,98.1
2.9667,97
5.1237,240
2.9167,129.3
2.2574,135.8
3.1442,131.6
3.6694,275.5
5.7962,229.8
1.473,213.6
1.8325,105.8
2.6392,287.5
3.1597,133
1.6955,86.8
2.3438,88.1
7.5057,328.5
4.0764,500.001
3.4028,233.3
4.6406,268.9
2.085,92.6
7.0423,500.001
2.1838,58
4.0833,141
3.5903,183.3
3.4485,119.4
3.1588,160.1
8.7716,229.2
5.0114,338.6
1.5556,98.5
2.9875,172
2.212,65.6
1.7926,51.7
3.2708,155.2
3.5,221.2
2.774,190.2
0.4999,112.5
3.0972,108.5
5.2049,240.8
4.0844,165.4
4.1389,166
3.3926,103.4
4.0865,203.7
5.0016,189.1
2.3156,109.8
3.6759,368.8
4.4083,217.7
3.225,205.3
5.6058,232.7
4.2232,363.7
4.25,177.9
7.2532,381.5
7.4597,500.001
3.7763,126.9
2.1991,191.1
1.9125,97.2
3.0132,223.2
2.3023,91.9
4.88,343.9
3.6667,418.4
3.0125,224
3.319,84.5
3.5833,187.5
1.6483,60.8
2.5,207.1
3.0625,361.7
1.6929,115
4.35,67.5
3.4906,93.3
6.6207,270.5
2.7321,156
3.0241,166.3
6.2976,498.4
3.6434,155.4
3.525,158
3.1272,281.3
4.5938,102.6
2.5833,167.5
3.0536,107
3.2091,150
3.625,198
4.6211,151.4
1.8261,54.6
3.0081,135.2
2.4074,219.4
6.9501,225.7
3.5569,128
7.1193,500.001
2.875,82.7
2.2917,112.5
3.1979,161.8
5.2563,144.1
4.1429,259.6
3.4612,178.8
4.9757,500.001
3.0912,126.3
3.1042,219.8
4.825,181
3.625,144.3
3.2132,166
1.8438,90.5
6.7099,352.2
3.9141,123.9
4.8173,115.8
1.3302,62.2
2.5208,85.5
1.1563,82.7
2.5089,119
2.6959,178.8
1.9779,73.3
3.6989,208.6
2.0221,52.2
3.3162,113.6
3.2153,199.7
4.7708,314.7
1.7132,55.9
1.0208,86.4
2.9821,175.7
2.0156,152.7
6.4744,500.001
2.3261,114.6
4.5213,228.4
2.3365,69.6
2.83,88.7
4.6587,161.9
3.9375,148.7
3.4698,265.4
5.6063,320.5
6.431,492.5
4.3333,149.5
4.25,169.2
4.25,132.2
5.543,286.4
1.1912,60
6.3663,279.4
2.3272,80.6
3.1053,73.1
6.7741,310.7
1.7301,125
2.5259,81.3
2.0714,85.8
4.0313,163.2
1.4828,73.1
6.7501,400
5.7519,278.5
3.6736,192.2
5.2962,291.5
6.3749,278
1.2962,110.2
3.075,165.1
3.2788,169
3.3955,225
5.1664,185.1
3.3125,425.5
1.9911,67.5
6.4211,288.1
6.9405,165.2
3.5887,153.5
2.1311,163.1
2.0186,130
4.0526,104.5
4.6326,195.2
2.6091,163.9
4.0049,190
2.1696,170.8
4.2566,139.2
1.847,250
2.3333,92.1
5.0194,148.9
4.535,289.3
2.2059,150
3.1972,100
2.7399,134.8
5.3072,132.7
4.625,173.9
2.5139,219
2.2234,181.3
4.9005,264
3.4312,243.8
3.125,102.3
5.0762,500.001
2.0781,48.8
5.7422,330.7
3.3608,108.9
6.04,243
5.8221,289.4
4.1364,154.5
2.3359,189.3
3.125,205.6
4.675,215.4
2.3929,191.1
3.0134,128.1
4.0775,241.4
2.2386,87.2
2.7802,162.5
2.933,170.7
3.9,115.8
1.3222,51.4
1.3672,55
3.9044,436.4
1.9038,60.8
4.7647,254.1
1.5372,69.4
3.2216,161.6
1.2188,92.5
1.7167,48.8
3.7538,147.5
6.777,500
1.4896,83.3
2.3824,144.7
3.4701,204.9
2.9619,223.4
2.9784,136.4
3.7644,264.7
2.9375,206.5
6.0824,273.5
1.3977,73.1
2.5938,199.3
2.735,170.8
6.6319,269.6
4.2562,221.6
7.5426,351.7
5.5486,218.1
15.0001,500.001
2.2146,116.7
2.2685,151.9
3.6364,207
2.7348,231.3
10.0765,378.2
2.7279,365.6
0.8362,87.5
2.5474,198.1
2.8021,111.2
2.675,247.9
4.6793,236.8
5.0175,246.1
4.5398,143.1
3.2069,236.5
1.2012,64.6
6.1724,414.3
4.4722,215.6
5.6402,209.8
2.8727,225
4.95,243.6
3.1827,162.1
2.1759,61.5
1.4418,103.5
6.828,383.9
1.9875,56.4
1.9943,59.8
7.0674,500.001
2.5363,158.8
3.8603,134.3
2.5181,105.5
4.5757,162.5
2.0579,132.7
2.7344,188.3
12.9591,500.001
5.4863,153.8
2.9871,380
3.7125,98
2.2115,87.6
3.4107,117
4.1993,214.5
7.1273,346.3
3.0472,211
5.0374,165.4
3.6442,193.1
2.7179,81.1
4.2,181.3
7.0813,485.3
2.4688,169
5.4609,263.6
1.4097,84.6
3.9118,114.1
5.8904,271.4
3.5625,191.7
3.8068,161
3.0147,217
3.0147,155.1
1.5743,46.7
5.9596,500.001
5.5255,242.7
4.5795,400
2.1602,221.9
2.6328,160.7
4.2708,174.8
3.8214,116.1
4.9904,154.1
2.3859,116.2
3.3393,272.3
3.5644,242.3
2.3173,68.2
6.1825,227
3.125,343.8
2.3523,94.7
4.517,152.2
10.0595,500.001
3.338,222.5
6.2715,255.1
2.3182,268.8
6.6727,305.1
5.7251,272.6
3.1375,192.1
6.2141,252.2
1.9944,262.5
3.2158,215
4.625,191.3
4.174,394.4
1.6302,130.7
10.1357,500.001
4.504,204.3
2.5637,125
4.6708,123.1
4.6806,152.4
1.7566,58.4
3.2104,112.5
2.7386,87.5
5.6945,154.2
4.6389,165.5
3.0068,107.3
4.3286,213.4
5.1437,299.4
3.2216,98.1
4.5726,177.5
4.6394,173.4
15.0001,500.001
2.6903,62.8
1.5809,100
1.9903,170.3
2.0781,74.8
1.9045,375
5.2655,243.1
4.0217,272.4
3.6853,151.6
2.8247,150
2.0134,142.5
2.8827,166.7
7.3267,389.9
1.7774,100
6.9326,324.6
2.355,75.6
6.091,290.4
2.4662,118.3
8.0073,500.001
5.1626,432.7
1.7132,108.2
3.2042,76.2
2.1731,143.8
1.9076,55.8
2.131,136.5
5.01,195.5
4.5744,315.2
2.5267,231.8
7.7197,225
3.3239,91.3
4.8703,185.1
2.6386,177.6
2.6607,87.5
6.1461,217.1
1.8333,68.3
1.9375,168.8
5.618,365.9
3.1129,149.3
3.1827,71.7
3.1838,245.8
4.0521,151.8
5.3254,385.2
3.2311,105.6
2.3575,144.8
1.1875,50.7
4.6375,359.1
4.095,184
2.3657,94
2.1563,72.3
3.1062,100
3.975,162.5
4.125,174
3.934,228.6
2.0156,90.3
2.1382,242.3
3.9479,203.8
1.5817,97.8
3.5673,112
4.6587,152.5
1.517,52.1
4.5,222.6
4.3651,145.6
4,165.5
5.2722,186.9
2.0556,120
3.5036,123.4
2.6098,146.1
3.7974,228.7
6.5195,500.001
4.8,261.5
5.0362,275.3
2.3333,364.7
2.4688,126.8
1.9152,122.3
4.1264,124.6
3.1607,138.2
3.1981,215.3
6.155,257.3
7.736,397.7
3.7159,315.4
3.2679,137.5
4.2917,127.9
1.6406,300
2.817,110
3.7652,133.5
5.6205,300.8
3.9375,450
3.1771,121.9
6.6086,299.4
2.4583,112.5
1.9274,122.3
1.7463,158.3
3.2417,210.8
3.2768,179.1
6.0672,420.8
9.2298,500.001
5.2486,353
5.0853,260.3
2.3654,107.9
2.5859,131.4
3.725,178.2
5.193,172.1
6.3612,482.7
3.0905,264.3
4.125,226.5
2.9688,211.4
4.1591,500.001
0.9817,166.3
7.9217,296.2
4.125,270.9
4.3333,121.4
3.2188,196.9
0.9589,90
4.3281,145.7
2.806,214.6
3.6875,140.2
3.4812,160.2
4.0425,277.9
4.25,104.4
3.0571,418.8
4.9306,158.5
4.5562,134.5
3.3611,169.2
3.3958,215.8
2.5833,54.4
1.7425,100.5
1.3287,107.2
1.9318,115.9
3.1806,204.2
1.9621,118.1
3.6364,254.6
4.0208,323.1
4.1944,149.5
4.7319,376.1
3.3021,70.8
4.0221,236.2
2.7188,137
3.4886,173.9
4.0352,118.5
3.2177,273.4
5.5632,175.2
2.5978,258.3
1.7207,105.1
1.7463,68.8
2.8281,69.3
3.6286,165.5
1.9946,206.8
4.3646,185.9
2.1538,153.3
2.25,187.5
2.375,293.8
2.3594,127.8
3.3456,252.6
2.1625,77.2
2.1667,142.6
5.2312,197.6
2.5268,235.7
4.67,127.6
5.1784,254
4.2098,174.1
3.2969,220
2.3221,138.8
1.6708,204.2
1.7121,98.2
2.825,76.6
3.3182,282.1
2.3,189.2
3.434,193.2
3.5313,146.5
3.1201,176.1
7.8336,277.6
3.5637,497.4
3.3929,108.3
3.4211,203.9
3.5551,198.6
2.825,186.2
3.1371,201.8
3.4261,219.7
2.5972,134.3
3.099,66.8
5.3794,376.9
4.8017,273.8
1.9152,115.6
3.0893,162.7
3.2237,218.2
3.0952,157.7
2.6981,112.5
1.7679,450
5.0187,140.6
2.918,345.6
4.7019,212.8
2.1705,60.3
4.1705,162.8
2.5898,176
1.695,94.8
11.075,500.001
7.2477,376
3.5288,165.5
5.2329,430.9
4.739,184.1
1.6009,118.1
2.6019,250
5.0366,257.8
4.4167,425
3.4375,277.7
2.6806,153
3.5488,101.6
4.3194,198.4
3.4006,219.4
4.2672,391.9
3.4398,134.3
1.6654,74.6
6.1183,221.6
3.6204,119.8
6.1187,342
4.2098,193.4
2.8321,150
2.2917,118.2
3.3831,197.4
4.3782,175.8
1.6389,225
3.1719,67.9
2.8711,329.6
2.1411,136.4
1.425,212.5
2.7679,178.8
3.4167,105.2
2.9063,115.2
2.9161,135.7
3.0965,320
3.6761,170.9
4.6827,183.8
3.588,266.3
6.8109,401
5.6436,278.6
2.475,258.3
3.6673,283.3
3.8125,97.4
4.5278,181.8
2.375,137.3
3.0788,100
2.7578,236.8
2.6875,129.7
3.4375,500.001
3.2021,222.1
1.8529,62.5
2.2813,131.9
2.7266,140.8
1.4103,103.9
1.3531,94.6
10.675,500.001
1.7377,183.9
4.0109,125.9
1.577,51.9
4.1136,279.9
2.3087,258.6
7.6107,423.2
5.0867,500.001
3.8681,196
8.7059,329.4
4.5536,132.4
6.0928,327.3
3.2411,159.2
3.0574,319.4
2.225,150
2.4,255
4.0625,159.9
3.67,160.1
2.5,157.5
1.85,52.3
4.8125,244.6
3.6415,124.2
2.5733,88.8
4.8125,161.1
2.2647,216.7
3.1012,140.4
3.4667,160.9
3.825,235.4
3.141,167.5
4.2583,187.3
2.9438,87.2
5.8777,358.8
2.2544,121.9
3.3261,164.1
2.6875,153.8
3.0667,75.8
4.6467,185.1
1.9792,63
2.0172,112.5
4.6852,296.2
1.8958,55.1
2.026,142.5
7.2893,293.5
2.4667,81.4
8.3337,500.001
6.6009,375.7
6.5841,306.4
1.3657,162.5
6.3639,143
2.1875,181.3
1.7552,86.4
2.4375,189
3.9,85.9
4.3977,353.6
3.7143,260
5.3339,371.7
3.197,367.1
5.894,300.9
5.6784,232.4
4.25,83.2
4.5476,309.2
4.4375,185.1
2.4135,184.4
5.9225,265.8
5.3733,302.6
5.8652,302.6
3.925,83.8
3.3988,199.2
6.8586,343.1
1.8375,79.8
2.7909,250
3.9191,101.6
2.2411,151.8
2.9063,80
2.2727,67.2
5.5,276.8
2.4286,205.6
2.2808,154.7
3.0927,316
2.0702,283.3
5.8596,327.6
3.7663,160.3
1.875,114.3
5.128,99.6
5.0043,190.4
4.9097,241
1.4702,58.3
4.8214,143.4
5.1074,185.2
4.5604,145.9
3.0958,137.8
3.7841,109.5
4.125,349
6.0358,260.1
8.8636,314
2.8106,183.2
2.5363,83.9
5.5184,274.8
7.2371,171.9
1.9402,139.3
9.459,500.001
8.7591,434.7
2.6336,174.3
3.6111,67.5
3.7061,128.5
2.2961,207.7
2.975,243.4
1.5603,109.6
3.2465,230.6
3.6484,189.6
3.767,166.8
5.0299,329.2
5.0621,386.5
3.5972,187.5
3.5313,117.8
2.9286,151.8
3.5083,500.001
3.1205,174
4.2917,247.6
3.599,262
1.7176,58.4
2.0432,156.8
2.2667,72.9
4.506,240
2.2372,108.8
3.3594,287.5
3.4542,121.2
1.4917,93.2
2.3917,154.6
2.2122,169.4
2.8214,158.3
4.0433,132.2
3.5046,118.3
3.225,147.5
3.84,235.9
1.4851,237.5
4.665,121.3
3.0179,61.3
2.3387,74.8
2.5224,148.5
3.0542,142.1
5.3806,452.1
3.5714,197.9
2.0595,60.7
1.6797,60.7
3.4107,170.8
2.7824,450
2.7601,72.5
2.7857,79.7
2.5625,153.1
2.7875,217.3
4.8125,266.7
2.8036,152.3
1.75,115.4
2.5445,151.4
3.1375,229.1
3.5719,500.001
4.25,162.9
2.6042,225
1.2292,137.5
5.0493,239.8
3.7545,383.7
1.0096,162.5
3.4722,127
3.375,103.1
2.8994,66
4.5293,210.4
1.9964,150.6
3.2852,196.2
5.4284,500.001
3.0139,204.2
4.2415,275.7
2.0455,72.5
2.6618,81
3.0902,190.4
2.2692,225
3.3661,98.5
1.9797,143.8
4.2132,212.2
3.0125,181.7
4.9219,368.4
1.6073,64.7
4.3594,223.4
4.2898,221.7
3.2279,243.1
2.7656,130
4.25,486.9
4.0781,250.3
6.7544,207.9
5.222,500.001
2.9559,288.4
5.6277,269.8
1.7467,52.4
1.5491,225
5.062,158.9
5.2,248.7
1.0469,67
4.8906,178.5
1.8333,312.5
7.2316,500.001
3.5673,136.3
1.8564,187.5
1.5217,60.3
4.7222,208.3
3.3462,145.2
3.4297,195.8
5.3226,231.7
3.3295,500.001
4.1953,136.6
2.7969,123.8
2.4191,107.3
2.4345,129.7
2.7321,83.6
3.8488,130.6
5.7115,313.9
3.3295,126.6
2.35,107.8
1.6691,183.3
3,96.7
4.5625,240
3.2778,148.8
6.0321,402.6
2.56,150
3.3889,68.5
2.1927,107.9
2.4925,177.2
4.9167,251.1
4.3875,238.5
2.9688,128.3
3.2095,167
2.9844,132
5.0415,240.2
2.4038,107.5
2,172.7
8.1586,404.3
5.2289,384.6
5.1457,118.2
10.2666,500.001
3.5938,125.4
5.0956,246
5.0091,211.5
2.875,112.5
3.5607,151.9
4.9808,212.3
3.1906,76.2
5.4011,346.4
3.3844,138.5
2.3,146.7
4.125,212.5
1.4196,64.7
2.5694,275
2.569,88.3
2.5048,100
1.1964,80.4
5.2586,137
4.1141,173.1
4.1287,205.8
3.625,113.6
4.5568,201.5
1.5078,99.6
13.3036,500.001
1.245,137.5
3.7976,275
5.6683,248.7
3.1842,162.5
1.5625,52.8
4.6154,86.2
5.679,225
1.9676,62.4
3.1779,97.3
3.7614,241.7
2.2888,94.9
1.6607,77.8
5.2405,220
2.3339,87.1
4.0904,80.6
1.6851,108.8
3.9018,182.3
2.7069,153.8
3.1484,224.1
3.8646,257.1
3.6007,261.8
5.1952,302.1
6.0591,233.5
2.178,76.8
7.1885,500.001
1.4688,56.8
3.3333,143.4
5.1478,138.9
2.8548,138.5
4.9671,335.2
2.5387,160.1
1,187.5
3.125,166.3
5.9907,500.001
3.0795,161.5
5.9547,329.3
2.7816,188.2
7.8164,500.001
3.8672,120.1
3.6667,90
1.871,103.9
10.0472,500.001
5.6864,258.7
5.4284,236.3
12.4429,500.001
3.9792,133.9
2.334,72.2
1.4531,71.5
2.2258,114.8
3.3431,137.5
1.6452,125.9
3.5292,361.8
3.1795,218.2
6.5412,254.2
3.2337,123.1
5.2114,438.4
3.5588,268.8
5.3705,363.5
1.9848,160.4
3.6058,257.9
1.2281,60.3
2.0217,187.5
3.1104,230
4.2619,139.7
2.3438,100
3.875,137.5
4.7,293.8
3.01,163.5
1.1136,47.8
3.6083,212
2.8631,169.7
2.065,96.1
1.8008,86.5
2,90.3
2.1912,112.5
3.996,114.5
3.6042,95.6
3.9128,126.9
3.9028,128.6
6.5533,500.001
3.3542,178.1
4.625,500.001
4.2171,218.2
1.125,110.4
4.5714,100.8
2.275,122.4
2.875,135.3
1.5954,187.5
10.2614,410.8
6.7921,266
2.5147,137.1
1.8792,63.3
5.7628,221.3
5.6018,253
6.6013,396.4
4.2357,160.9
0.987,112.5
3.7708,157.1
2.1494,132.5
5.4299,236.4
4.3846,270.6
3.5379,99.1
1.8042,109.2
3.6375,133.9
3.2083,238
1.8958,85.7
6.3914,218
4.0018,143.8
4.5714,243.2
2.125,196.4
1.1051,94.2
4.5,235.8
1.125,70.5
5.2442,213.2
1.8214,211.1
5.2366,293.3
6.9635,417.3
2.2577,173.8
3.4706,157.6
3.8824,113.7
2.7083,161.8
4.1833,192.1
3.3182,113.8
7.139,424
2.3125,62.1
2.2326,221
4.1458,143.4
3.7462,212.5
12.0933,500.001
3.625,91.3
5.0201,264.1
1.6943,85.9
3.1656,204.5
3,146.7
2.2778,128.1
5.0635,108.5
3.0187,217.7
4.2788,125
3.1032,179.5
2.9474,178.4
2.2132,76.6
1.9722,210.7
2.5735,130.5
4.1442,303.9
6.7857,341.3
2.0375,57.5
3.0625,208.8
2.9459,144.4
4.8929,156.2
1.2094,157.5
2.9453,166.7
2.2612,230.4
4.5625,231.2
5.7214,259.4
5.6234,379.6
2.25,63.4
5.529,241.3
2.462,162.5
5.4496,205.4
3.2215,108.8
4.6176,352.3
5.1185,185.3
7.3861,267
4.0446,196.3
4.0231,139.2
2.0294,70.4
2.7171,131.3
2.3712,127.9
5.0081,298.1
3.1062,141
2.325,161.5
1.7396,105.9
2.7012,172.1
11.4233,500.001
4.32,196.9
1.9688,135.6
1.8914,87.8
4.0079,134.5
1.7375,122.2
7.5274,500.001
2.0467,158.3
2.2216,183.9
1.8109,137.5
1.3333,187.5
2.2321,37.5
6.3197,340.1
4.7396,441.7
4.5615,282.6
3.9048,164.7
9.6885,500.001
3.5109,225
7.8383,372.7
5.8343,500.001
2.4821,140.6
2.0398,88.1
3.775,163.3
8.5574,392.2
2.8289,168.3
2.5913,151.6
2.2532,109.4
5.5785,284.1
5.2578,253
1.9375,65.3
1.925,300
2.6312,302.9
3.3854,204.4
1.5603,162.5
3.7175,120
4.4375,353
5,357.9
5.3813,264.4
4.2121,128.1
2.587,138.1
2.3542,235.7
2.3179,57.5
1.564,81.8
6.6719,271.7
2.2562,94.8
3.2417,283.3
3.7237,170.8
0.9274,67.5
1.7935,162.5
4.3909,317.7
5.1814,279.9
5.4223,325.6
1.725,113.9
4.3897,71.3
4.0801,397.8
3.2105,90.3
1.962,130.2
8.7364,500.001
2.1607,61.4
3.2031,147.6
3.7381,290.6
5.2818,331
4.825,222
2.8661,124
2.875,227.1
3.05,111.6
2.6667,320
5.1741,227.7
6.1824,274.1
2.165,58.7
6.5378,340.9
6.1436,259.5
4.0505,125
2.2303,116.7
1.9093,142.9
4.1875,185
3.996,85.5
3.8365,184.2
5.1523,387.8
4.1713,133.8
4.8098,325.4
3.3214,166.5
1.9375,69.9
3.0909,184.4
5.2497,259.3
3.2589,233.3
5.2642,246.4
4.1118,157.3
2.1289,115.3
1.7188,69.9
6.2475,331.3
3.375,171.9
4.0647,240.6
3.3929,75.7
3.0466,97.3
4.2955,121.3
3.1771,189.9
2.1773,143.2
2.5588,500.001
3.5052,196
4.6452,273.8
6.4391,252.3
2.5742,350
3.522,190.3
5.152,143.4
4.6786,256
3.2122,195.5
5.9053,260.5
7.0315,437.3
4.3879,144.4
4.7083,205.3
6.9544,314
6.3967,500.001
4.3438,331.8
1.9038,139.5
5.606,288.9
5.0062,232
2.1864,143.2
6.3231,500.001
4.8854,178.1
2.0398,93.6
2.3496,65
4.7813,326.8
2.4461,151.7
5.0056,162.5
3.7031,173.3
3.4838,112.5
2.1389,133.4
4.2917,121.3
3.9469,158.2
1.9867,166.3
2.1078,133.5
3.5455,180
1.3125,350
4.2792,123.8
4.5,222.2
2.9937,81.1
6.0905,224.8
6.1868,320.2
2.2024,67.2
1.6602,61.2
3.3636,257.7
4.1484,230
2.7,88.9
1.8125,139.6
2.2478,81.1
1.2387,212.8
3.8906,282.2
3.1958,232.1
2.5474,78.4
3.2315,136.9
1.8315,90.5
5.1439,414
4.7024,345.4
2.2148,438.3
2.8258,232.8
6.8226,329.8
4.3315,95.8
2.851,140.6
6.0718,156
4.9744,209.7
2.5769,146.1
6.5483,335
5.1433,305.6
5.7843,209.9
10.3713,426.1
2.0323,112.5
3.1142,150
2.3536,500
2.273,62.9
4.5,339.8
2.8924,169.6
3.4596,202.8
2.4531,229
1.7365,112.5
7.642,374.9
4.35,96.2
2.375,175
3.2569,124.4
4.4722,218.3
6.1509,338.7
3.623,276.6
3.425,193.8
6.7027,381.9
3.8125,208.1
3.9718,215.2
3.3482,137.3
7.0215,257.1
3.625,253.1
2.6299,170.7
3.0824,177.4
2.6797,86.5
6.2034,291.1
6,209.4
4.7778,340.4
1.6346,63.3
2.6812,104.1
2.0091,101.5
3.8024,144.9
2.8,72
3.9722,161
2.9271,123.2
6.7694,425.9
4.2153,95.2
5.3644,168.8
3.7132,167.6
3.1553,250
2.3603,139.3
3.5703,87.4
2.2625,153
1.0486,36.7
3.5278,166.1
2.5882,258.3
3.1679,110
3.7933,116.1
1.7727,50
1.175,56.1
7.7743,453.1
3.125,112.5
10.0791,500.001
4.9662,258.5
4.1,96.4
3.6375,262.5
4.4615,384.8
2.875,168.6
3.6094,261.5
3.163,224.2
3.0125,130.4
2.5446,135.2
3.1618,154.2
2.8342,187.2
9.8098,500.001
4.1678,190.9
4.5962,304.5
5.2831,299.5
4.1411,182.7
5.2939,244.2
4.6989,213.8
4.0625,87.5
4.0036,161.7
2.9605,204.3
3.2,134.5
4.7877,132.6
2.7587,354.5
2.5052,133.7
5,329.4
4.0547,246.2
3.125,113.6
2.7841,65.8
7.2982,343
2.5357,94.4
3.6625,126.6
2.9812,148.8
4.125,67.5
3.3333,198.8
3.9219,189.6
1.2315,98.2
3.1838,98.6
4.625,211.1
6.8939,383.9
2.315,182.1
6.8901,500.001
0.7526,162.5
5.8686,181.1
4.7295,149.9
0.9687,105.8
2.7201,117.5
2.6641,185.2
1.8472,57.4
4.6696,164.3
3.025,90.6
4.4699,367.4
2.6094,71.3
3.3304,194.6
3.449,149.1
3.6742,117.2
2.1189,121.7
3.9375,187
2.0673,87.5
2.4213,132.5
4.0625,295.2
2.1116,89.6
2.084,233.3
1.0398,62.1
15.0001,500.001
5.2595,110.9
3.8788,226.9
1.7813,67.8
4.9,406.3
5.0778,293.7
2.6111,168.8
3.7574,92.7
5.9449,276.5
5.1514,436.7
2.5769,137.5
4.0833,114.4
2.3967,58.7
3.3897,230.2
3.9052,122.1
3.6042,183.3
4.2411,350.9
1.8214,475
2.6715,133.3
4.5455,126.5
6.2177,256.6
4.7325,283.5
3.09,174.1
2.0405,143
5.4631,225.6
2.9306,279.3
2.5186,250
2.355,122.9
1.6148,86.6
2.3182,500.001
7.5,500.001
3.1275,286.4
4.8371,160.6
5.1701,216.8
2.7778,79.7
3.7455,159.6
2.918,208.7
2.7325,162.9
2.375,133.3
4.3438,155.7
2.8385,192.2
1.5288,103.4
3.7188,116.6
4.0208,171.4
3.0625,142.8
3.5313,147.9
1.625,67.5
3.6036,143.5
2.2222,52.9
3.8837,200.3
1.6571,105.2
2.987,176.9
2.3077,106.9
4.1635,163.9
5.4103,335.9
